participant_id,age,gender,education,income,risk_score,loss_aversion,scenario_id,sure_amount,risky_amount,risky_prob,ev_risky,chose_risky
83,62,Female,Some college,$100k+,4.58,5.68,1,5,12,0.5,6.0,0
83,62,Female,Some college,$100k+,4.58,5.68,2,10,18,0.6,10.8,0
83,62,Female,Some college,$100k+,4.58,5.68,3,3,20,0.25,5.0,1
83,62,Female,Some college,$100k+,4.58,5.68,4,8,14,0.7,9.8,0
84,35,Female,High school,$20k–50k,4.02,5.64,1,5,12,0.5,6.0,0
84,35,Female,High school,$20k–50k,4.02,5.64,2,10,18,0.6,10.8,0
84,35,Female,High school,$20k–50k,4.02,5.64,3,3,20,0.25,5.0,1
84,35,Female,High school,$20k–50k,4.02,5.64,4,8,14,0.7,9.8,0
85,64,Non-binary,High school,$50k–100k,4.18,3.11,1,5,12,0.5,6.0,0
85,64,Non-binary,High school,$50k–100k,4.18,3.11,2,10,18,0.6,10.8,1
85,64,Non-binary,High school,$50k–100k,4.18,3.11,3,3,20,0.25,5.0,1
85,64,Non-binary,High school,$50k–100k,4.18,3.11,4,8,14,0.7,9.8,0
86,41,Female,PhD,$100k+,3.92,5.26,1,5,12,0.5,6.0,0
86,41,Female,PhD,$100k+,3.92,5.26,2,10,18,0.6,10.8,0
86,41,Female,PhD,$100k+,3.92,5.26,3,3,20,0.25,5.0,0
86,41,Female,PhD,$100k+,3.92,5.26,4,8,14,0.7,9.8,1
87,43,Male,Master's,$100k+,4.54,4.45,1,5,12,0.5,6.0,0
87,43,Male,Master's,$100k+,4.54,4.45,2,10,18,0.6,10.8,1
87,43,Male,Master's,$100k+,4.54,4.45,3,3,20,0.25,5.0,0
87,43,Male,Master's,$100k+,4.54,4.45,4,8,14,0.7,9.8,0
88,42,Male,Bachelor's,$50k–100k,4.25,3.95,1,5,12,0.5,6.0,0
88,42,Male,Bachelor's,$50k–100k,4.25,3.95,2,10,18,0.6,10.8,1
88,42,Male,Bachelor's,$50k–100k,4.25,3.95,3,3,20,0.25,5.0,0
88,42,Male,Bachelor's,$50k–100k,4.25,3.95,4,8,14,0.7,9.8,0
89,62,Female,Bachelor's,$50k–100k,3.71,4.67,1,5,12,0.5,6.0,0
89,62,Female,Bachelor's,$50k–100k,3.71,4.67,2,10,18,0.6,10.8,0
89,62,Female,Bachelor's,$50k–100k,3.71,4.67,3,3,20,0.25,5.0,1
89,62,Female,Bachelor's,$50k–100k,3.71,4.67,4,8,14,0.7,9.8,0
90,58,Female,Bachelor's,$50k–100k,3.87,5.45,1,5,12,0.5,6.0,0
90,58,Female,Bachelor's,$50k–100k,3.87,5.45,2,10,18,0.6,10.8,0
90,58,Female,Bachelor's,$50k–100k,3.87,5.45,3,3,20,0.25,5.0,0
90,58,Female,Bachelor's,$50k–100k,3.87,5.45,4,8,14,0.7,9.8,1
91,46,Male,Some college,$100k+,4.59,5.0,1,5,12,0.5,6.0,0
91,46,Male,Some college,$100k+,4.59,5.0,2,10,18,0.6,10.8,0
91,46,Male,Some college,$100k+,4.59,5.0,3,3,20,0.25,5.0,1
91,46,Male,Some college,$100k+,4.59,5.0,4,8,14,0.7,9.8,0
92,32,Female,PhD,$50k–100k,4.65,3.62,1,5,12,0.5,6.0,1
92,32,Female,PhD,$50k–100k,4.65,3.62,2,10,18,0.6,10.8,1
92,32,Female,PhD,$50k–100k,4.65,3.62,3,3,20,0.25,5.0,1
92,32,Female,PhD,$50k–100k,4.65,3.62,4,8,14,0.7,9.8,0
93,62,Male,Bachelor's,<$20k,3.92,5.24,1,5,12,0.5,6.0,1
93,62,Male,Bachelor's,<$20k,3.92,5.24,2,10,18,0.6,10.8,1
93,62,Male,Bachelor's,<$20k,3.92,5.24,3,3,20,0.25,5.0,1
93,62,Male,Bachelor's,<$20k,3.92,5.24,4,8,14,0.7,9.8,1
94,18,Female,Bachelor's,$100k+,3.28,3.86,1,5,12,0.5,6.0,0
94,18,Female,Bachelor's,$100k+,3.28,3.86,2,10,18,0.6,10.8,0
94,18,Female,Bachelor's,$100k+,3.28,3.86,3,3,20,0.25,5.0,0
94,18,Female,Bachelor's,$100k+,3.28,3.86,4,8,14,0.7,9.8,0
95,42,Male,Bachelor's,$50k–100k,3.68,4.72,1,5,12,0.5,6.0,0
95,42,Male,Bachelor's,$50k–100k,3.68,4.72,2,10,18,0.6,10.8,1
95,42,Male,Bachelor's,$50k–100k,3.68,4.72,3,3,20,0.25,5.0,1
95,42,Male,Bachelor's,$50k–100k,3.68,4.72,4,8,14,0.7,9.8,0
96,24,Male,High school,$50k–100k,3.33,4.2,1,5,12,0.5,6.0,0
96,24,Male,High school,$50k–100k,3.33,4.2,2,10,18,0.6,10.8,0
96,24,Male,High school,$50k–100k,3.33,4.2,3,3,20,0.25,5.0,0
96,24,Male,High school,$50k–100k,3.33,4.2,4,8,14,0.7,9.8,0
97,26,Male,Some college,$20k–50k,3.96,4.28,1,5,12,0.5,6.0,0
97,26,Male,Some college,$20k–50k,3.96,4.28,2,10,18,0.6,10.8,0
97,26,Male,Some college,$20k–50k,3.96,4.28,3,3,20,0.25,5.0,0
97,26,Male,Some college,$20k–50k,3.96,4.28,4,8,14,0.7,9.8,1
98,41,Male,Master's,$50k–100k,4.09,5.27,1,5,12,0.5,6.0,0
98,41,Male,Master's,$50k–100k,4.09,5.27,2,10,18,0.6,10.8,0
98,41,Male,Master's,$50k–100k,4.09,5.27,3,3,20,0.25,5.0,0
98,41,Male,Master's,$50k–100k,4.09,5.27,4,8,14,0.7,9.8,0
99,18,Male,High school,$20k–50k,4.88,3.46,1,5,12,0.5,6.0,0
99,18,Male,High school,$20k–50k,4.88,3.46,2,10,18,0.6,10.8,0
99,18,Male,High school,$20k–50k,4.88,3.46,3,3,20,0.25,5.0,1
99,18,Male,High school,$20k–50k,4.88,3.46,4,8,14,0.7,9.8,1
100,61,Female,Bachelor's,$50k–100k,3.4,6.45,1,5,12,0.5,6.0,0
100,61,Female,Bachelor's,$50k–100k,3.4,6.45,2,10,18,0.6,10.8,0
100,61,Female,Bachelor's,$50k–100k,3.4,6.45,3,3,20,0.25,5.0,0
100,61,Female,Bachelor's,$50k–100k,3.4,6.45,4,8,14,0.7,9.8,1
101,25,Female,Some college,<$20k,3.98,2.68,1,5,12,0.5,6.0,1
101,25,Female,Some college,<$20k,3.98,2.68,2,10,18,0.6,10.8,1
101,25,Female,Some college,<$20k,3.98,2.68,3,3,20,0.25,5.0,1
101,25,Female,Some college,<$20k,3.98,2.68,4,8,14,0.7,9.8,0
102,41,Female,Bachelor's,$50k–100k,3.76,3.9,1,5,12,0.5,6.0,0
102,41,Female,Bachelor's,$50k–100k,3.76,3.9,2,10,18,0.6,10.8,0
102,41,Female,Bachelor's,$50k–100k,3.76,3.9,3,3,20,0.25,5.0,1
102,41,Female,Bachelor's,$50k–100k,3.76,3.9,4,8,14,0.7,9.8,0
103,28,Non-binary,Some college,$100k+,3.74,4.87,1,5,12,0.5,6.0,1
103,28,Non-binary,Some college,$100k+,3.74,4.87,2,10,18,0.6,10.8,0
103,28,Non-binary,Some college,$100k+,3.74,4.87,3,3,20,0.25,5.0,0
103,28,Non-binary,Some college,$100k+,3.74,4.87,4,8,14,0.7,9.8,0
104,34,Male,Bachelor's,<$20k,4.14,5.08,1,5,12,0.5,6.0,0
104,34,Male,Bachelor's,<$20k,4.14,5.08,2,10,18,0.6,10.8,1
104,34,Male,Bachelor's,<$20k,4.14,5.08,3,3,20,0.25,5.0,1
104,34,Male,Bachelor's,<$20k,4.14,5.08,4,8,14,0.7,9.8,0
105,25,Male,Master's,$100k+,4.4,4.4,1,5,12,0.5,6.0,0
105,25,Male,Master's,$100k+,4.4,4.4,2,10,18,0.6,10.8,1
105,25,Male,Master's,$100k+,4.4,4.4,3,3,20,0.25,5.0,1
105,25,Male,Master's,$100k+,4.4,4.4,4,8,14,0.7,9.8,0
106,52,Female,Some college,$20k–50k,4.23,4.44,1,5,12,0.5,6.0,1
106,52,Female,Some college,$20k–50k,4.23,4.44,2,10,18,0.6,10.8,0
106,52,Female,Some college,$20k–50k,4.23,4.44,3,3,20,0.25,5.0,0
106,52,Female,Some college,$20k–50k,4.23,4.44,4,8,14,0.7,9.8,0
107,52,Male,Bachelor's,$100k+,3.25,4.91,1,5,12,0.5,6.0,0
107,52,Male,Bachelor's,$100k+,3.25,4.91,2,10,18,0.6,10.8,0
107,52,Male,Bachelor's,$100k+,3.25,4.91,3,3,20,0.25,5.0,1
107,52,Male,Bachelor's,$100k+,3.25,4.91,4,8,14,0.7,9.8,0
108,50,Non-binary,Bachelor's,$50k–100k,3.71,4.27,1,5,12,0.5,6.0,0
108,50,Non-binary,Bachelor's,$50k–100k,3.71,4.27,2,10,18,0.6,10.8,0
108,50,Non-binary,Bachelor's,$50k–100k,3.71,4.27,3,3,20,0.25,5.0,0
108,50,Non-binary,Bachelor's,$50k–100k,3.71,4.27,4,8,14,0.7,9.8,0
109,22,Male,Bachelor's,$50k–100k,4.21,5.89,1,5,12,0.5,6.0,0
109,22,Male,Bachelor's,$50k–100k,4.21,5.89,2,10,18,0.6,10.8,1
109,22,Male,Bachelor's,$50k–100k,4.21,5.89,3,3,20,0.25,5.0,1
109,22,Male,Bachelor's,$50k–100k,4.21,5.89,4,8,14,0.7,9.8,0
110,59,Non-binary,PhD,$50k–100k,3.67,5.34,1,5,12,0.5,6.0,0
110,59,Non-binary,PhD,$50k–100k,3.67,5.34,2,10,18,0.6,10.8,0
110,59,Non-binary,PhD,$50k–100k,3.67,5.34,3,3,20,0.25,5.0,1
110,59,Non-binary,PhD,$50k–100k,3.67,5.34,4,8,14,0.7,9.8,1
111,56,Male,Master's,$100k+,4.09,5.37,1,5,12,0.5,6.0,0
111,56,Male,Master's,$100k+,4.09,5.37,2,10,18,0.6,10.8,0
111,56,Male,Master's,$100k+,4.09,5.37,3,3,20,0.25,5.0,0
111,56,Male,Master's,$100k+,4.09,5.37,4,8,14,0.7,9.8,1
112,58,Female,Some college,$20k–50k,3.72,3.53,1,5,12,0.5,6.0,1
112,58,Female,Some college,$20k–50k,3.72,3.53,2,10,18,0.6,10.8,1
112,58,Female,Some college,$20k–50k,3.72,3.53,3,3,20,0.25,5.0,1
112,58,Female,Some college,$20k–50k,3.72,3.53,4,8,14,0.7,9.8,1
113,45,Female,High school,$20k–50k,3.26,4.42,1,5,12,0.5,6.0,1
113,45,Female,High school,$20k–50k,3.26,4.42,2,10,18,0.6,10.8,0
113,45,Female,High school,$20k–50k,3.26,4.42,3,3,20,0.25,5.0,0
113,45,Female,High school,$20k–50k,3.26,4.42,4,8,14,0.7,9.8,0
114,24,Non-binary,Some college,$50k–100k,4.7,4.2,1,5,12,0.5,6.0,1
114,24,Non-binary,Some college,$50k–100k,4.7,4.2,2,10,18,0.6,10.8,0
114,24,Non-binary,Some college,$50k–100k,4.7,4.2,3,3,20,0.25,5.0,1
114,24,Non-binary,Some college,$50k–100k,4.7,4.2,4,8,14,0.7,9.8,0
115,26,Male,Bachelor's,$100k+,4.37,3.49,1,5,12,0.5,6.0,1
115,26,Male,Bachelor's,$100k+,4.37,3.49,2,10,18,0.6,10.8,0
115,26,Male,Bachelor's,$100k+,4.37,3.49,3,3,20,0.25,5.0,0
115,26,Male,Bachelor's,$100k+,4.37,3.49,4,8,14,0.7,9.8,1
116,25,Female,High school,$50k–100k,4.4,4.86,1,5,12,0.5,6.0,0
116,25,Female,High school,$50k–100k,4.4,4.86,2,10,18,0.6,10.8,0
116,25,Female,High school,$50k–100k,4.4,4.86,3,3,20,0.25,5.0,0
116,25,Female,High school,$50k–100k,4.4,4.86,4,8,14,0.7,9.8,0
117,29,Non-binary,Bachelor's,$50k–100k,3.59,3.96,1,5,12,0.5,6.0,0
117,29,Non-binary,Bachelor's,$50k–100k,3.59,3.96,2,10,18,0.6,10.8,0
117,29,Non-binary,Bachelor's,$50k–100k,3.59,3.96,3,3,20,0.25,5.0,1
117,29,Non-binary,Bachelor's,$50k–100k,3.59,3.96,4,8,14,0.7,9.8,0
118,51,Female,Bachelor's,$20k–50k,3.42,5.16,1,5,12,0.5,6.0,0
118,51,Female,Bachelor's,$20k–50k,3.42,5.16,2,10,18,0.6,10.8,0
118,51,Female,Bachelor's,$20k–50k,3.42,5.16,3,3,20,0.25,5.0,1
118,51,Female,Bachelor's,$20k–50k,3.42,5.16,4,8,14,0.7,9.8,0
119,50,Female,Some college,$100k+,3.97,3.43,1,5,12,0.5,6.0,0
119,50,Female,Some college,$100k+,3.97,3.43,2,10,18,0.6,10.8,1
119,50,Female,Some college,$100k+,3.97,3.43,3,3,20,0.25,5.0,1
119,50,Female,Some college,$100k+,3.97,3.43,4,8,14,0.7,9.8,1
120,40,Female,Master's,<$20k,4.06,6.22,1,5,12,0.5,6.0,0
120,40,Female,Master's,<$20k,4.06,6.22,2,10,18,0.6,10.8,0
120,40,Female,Master's,<$20k,4.06,6.22,3,3,20,0.25,5.0,0
120,40,Female,Master's,<$20k,4.06,6.22,4,8,14,0.7,9.8,0
121,41,Male,High school,$50k–100k,4.03,3.6,1,5,12,0.5,6.0,0
121,41,Male,High school,$50k–100k,4.03,3.6,2,10,18,0.6,10.8,0
121,41,Male,High school,$50k–100k,4.03,3.6,3,3,20,0.25,5.0,0
121,41,Male,High school,$50k–100k,4.03,3.6,4,8,14,0.7,9.8,0
122,54,Female,High school,<$20k,4.2,4.72,1,5,12,0.5,6.0,0
122,54,Female,High school,<$20k,4.2,4.72,2,10,18,0.6,10.8,0
122,54,Female,High school,<$20k,4.2,4.72,3,3,20,0.25,5.0,1
122,54,Female,High school,<$20k,4.2,4.72,4,8,14,0.7,9.8,0
123,52,Female,Master's,$20k–50k,4.37,5.29,1,5,12,0.5,6.0,1
123,52,Female,Master's,$20k–50k,4.37,5.29,2,10,18,0.6,10.8,0
123,52,Female,Master's,$20k–50k,4.37,5.29,3,3,20,0.25,5.0,0
123,52,Female,Master's,$20k–50k,4.37,5.29,4,8,14,0.7,9.8,1
124,61,Female,Bachelor's,$20k–50k,3.99,3.93,1,5,12,0.5,6.0,0
124,61,Female,Bachelor's,$20k–50k,3.99,3.93,2,10,18,0.6,10.8,0
124,61,Female,Bachelor's,$20k–50k,3.99,3.93,3,3,20,0.25,5.0,1
124,61,Female,Bachelor's,$20k–50k,3.99,3.93,4,8,14,0.7,9.8,0
125,57,Male,Bachelor's,$20k–50k,3.47,5.35,1,5,12,0.5,6.0,0
125,57,Male,Bachelor's,$20k–50k,3.47,5.35,2,10,18,0.6,10.8,1
125,57,Male,Bachelor's,$20k–50k,3.47,5.35,3,3,20,0.25,5.0,1
125,57,Male,Bachelor's,$20k–50k,3.47,5.35,4,8,14,0.7,9.8,1
126,39,Male,Bachelor's,$50k–100k,4.13,3.27,1,5,12,0.5,6.0,1
126,39,Male,Bachelor's,$50k–100k,4.13,3.27,2,10,18,0.6,10.8,0
126,39,Male,Bachelor's,$50k–100k,4.13,3.27,3,3,20,0.25,5.0,1
126,39,Male,Bachelor's,$50k–100k,4.13,3.27,4,8,14,0.7,9.8,1
127,44,Female,Some college,$20k–50k,4.18,5.95,1,5,12,0.5,6.0,0
127,44,Female,Some college,$20k–50k,4.18,5.95,2,10,18,0.6,10.8,0
127,44,Female,Some college,$20k–50k,4.18,5.95,3,3,20,0.25,5.0,0
127,44,Female,Some college,$20k–50k,4.18,5.95,4,8,14,0.7,9.8,0
128,52,Female,Master's,$20k–50k,4.21,4.51,1,5,12,0.5,6.0,1
128,52,Female,Master's,$20k–50k,4.21,4.51,2,10,18,0.6,10.8,0
128,52,Female,Master's,$20k–50k,4.21,4.51,3,3,20,0.25,5.0,1
128,52,Female,Master's,$20k–50k,4.21,4.51,4,8,14,0.7,9.8,0
129,18,Male,Master's,$20k–50k,3.92,3.9,1,5,12,0.5,6.0,1
129,18,Male,Master's,$20k–50k,3.92,3.9,2,10,18,0.6,10.8,0
129,18,Male,Master's,$20k–50k,3.92,3.9,3,3,20,0.25,5.0,1
129,18,Male,Master's,$20k–50k,3.92,3.9,4,8,14,0.7,9.8,0
130,52,Female,Bachelor's,$20k–50k,4.07,4.2,1,5,12,0.5,6.0,1
130,52,Female,Bachelor's,$20k–50k,4.07,4.2,2,10,18,0.6,10.8,0
130,52,Female,Bachelor's,$20k–50k,4.07,4.2,3,3,20,0.25,5.0,1
130,52,Female,Bachelor's,$20k–50k,4.07,4.2,4,8,14,0.7,9.8,1
131,54,Male,Some college,$20k–50k,4.41,5.31,1,5,12,0.5,6.0,1
131,54,Male,Some college,$20k–50k,4.41,5.31,2,10,18,0.6,10.8,0
131,54,Male,Some college,$20k–50k,4.41,5.31,3,3,20,0.25,5.0,1
131,54,Male,Some college,$20k–50k,4.41,5.31,4,8,14,0.7,9.8,1
132,64,Male,Bachelor's,<$20k,3.63,3.92,1,5,12,0.5,6.0,0
132,64,Male,Bachelor's,<$20k,3.63,3.92,2,10,18,0.6,10.8,0
132,64,Male,Bachelor's,<$20k,3.63,3.92,3,3,20,0.25,5.0,0
132,64,Male,Bachelor's,<$20k,3.63,3.92,4,8,14,0.7,9.8,0
133,31,Male,Bachelor's,$50k–100k,3.77,3.75,1,5,12,0.5,6.0,1
133,31,Male,Bachelor's,$50k–100k,3.77,3.75,2,10,18,0.6,10.8,1
133,31,Male,Bachelor's,$50k–100k,3.77,3.75,3,3,20,0.25,5.0,0
133,31,Male,Bachelor's,$50k–100k,3.77,3.75,4,8,14,0.7,9.8,0
134,20,Male,High school,$50k–100k,4.56,4.28,1,5,12,0.5,6.0,0
134,20,Male,High school,$50k–100k,4.56,4.28,2,10,18,0.6,10.8,0
134,20,Male,High school,$50k–100k,4.56,4.28,3,3,20,0.25,5.0,0
134,20,Male,High school,$50k–100k,4.56,4.28,4,8,14,0.7,9.8,1
135,18,Female,PhD,$50k–100k,3.98,3.32,1,5,12,0.5,6.0,0
135,18,Female,PhD,$50k–100k,3.98,3.32,2,10,18,0.6,10.8,0
135,18,Female,PhD,$50k–100k,3.98,3.32,3,3,20,0.25,5.0,1
135,18,Female,PhD,$50k–100k,3.98,3.32,4,8,14,0.7,9.8,1
136,22,Male,High school,$50k–100k,3.62,6.32,1,5,12,0.5,6.0,0
136,22,Male,High school,$50k–100k,3.62,6.32,2,10,18,0.6,10.8,0
136,22,Male,High school,$50k–100k,3.62,6.32,3,3,20,0.25,5.0,0
136,22,Male,High school,$50k–100k,3.62,6.32,4,8,14,0.7,9.8,0
137,43,Non-binary,PhD,$20k–50k,3.74,3.93,1,5,12,0.5,6.0,0
137,43,Non-binary,PhD,$20k–50k,3.74,3.93,2,10,18,0.6,10.8,0
137,43,Non-binary,PhD,$20k–50k,3.74,3.93,3,3,20,0.25,5.0,0
137,43,Non-binary,PhD,$20k–50k,3.74,3.93,4,8,14,0.7,9.8,0
138,31,Non-binary,Bachelor's,$100k+,3.97,5.33,1,5,12,0.5,6.0,0
138,31,Non-binary,Bachelor's,$100k+,3.97,5.33,2,10,18,0.6,10.8,0
138,31,Non-binary,Bachelor's,$100k+,3.97,5.33,3,3,20,0.25,5.0,0
138,31,Non-binary,Bachelor's,$100k+,3.97,5.33,4,8,14,0.7,9.8,0
139,56,Female,Some college,$50k–100k,3.41,4.71,1,5,12,0.5,6.0,1
139,56,Female,Some college,$50k–100k,3.41,4.71,2,10,18,0.6,10.8,1
139,56,Female,Some college,$50k–100k,3.41,4.71,3,3,20,0.25,5.0,0
139,56,Female,Some college,$50k–100k,3.41,4.71,4,8,14,0.7,9.8,0
140,44,Female,Bachelor's,$50k–100k,3.65,3.52,1,5,12,0.5,6.0,0
140,44,Female,Bachelor's,$50k–100k,3.65,3.52,2,10,18,0.6,10.8,0
140,44,Female,Bachelor's,$50k–100k,3.65,3.52,3,3,20,0.25,5.0,1
140,44,Female,Bachelor's,$50k–100k,3.65,3.52,4,8,14,0.7,9.8,1
141,26,Male,Master's,<$20k,4.15,4.49,1,5,12,0.5,6.0,0
141,26,Male,Master's,<$20k,4.15,4.49,2,10,18,0.6,10.8,0
141,26,Male,Master's,<$20k,4.15,4.49,3,3,20,0.25,5.0,1
141,26,Male,Master's,<$20k,4.15,4.49,4,8,14,0.7,9.8,1
142,32,Female,Master's,$20k–50k,4.56,5.28,1,5,12,0.5,6.0,1
142,32,Female,Master's,$20k–50k,4.56,5.28,2,10,18,0.6,10.8,1
142,32,Female,Master's,$20k–50k,4.56,5.28,3,3,20,0.25,5.0,0
142,32,Female,Master's,$20k–50k,4.56,5.28,4,8,14,0.7,9.8,0
143,32,Female,Master's,$20k–50k,4.13,4.31,1,5,12,0.5,6.0,0
143,32,Female,Master's,$20k–50k,4.13,4.31,2,10,18,0.6,10.8,0
143,32,Female,Master's,$20k–50k,4.13,4.31,3,3,20,0.25,5.0,1
143,32,Female,Master's,$20k–50k,4.13,4.31,4,8,14,0.7,9.8,0
144,43,Male,Bachelor's,$20k–50k,4.88,5.69,1,5,12,0.5,6.0,0
144,43,Male,Bachelor's,$20k–50k,4.88,5.69,2,10,18,0.6,10.8,0
144,43,Male,Bachelor's,$20k–50k,4.88,5.69,3,3,20,0.25,5.0,1
144,43,Male,Bachelor's,$20k–50k,4.88,5.69,4,8,14,0.7,9.8,0
145,59,Female,Bachelor's,$50k–100k,4.66,5.52,1,5,12,0.5,6.0,1
145,59,Female,Bachelor's,$50k–100k,4.66,5.52,2,10,18,0.6,10.8,0
145,59,Female,Bachelor's,$50k–100k,4.66,5.52,3,3,20,0.25,5.0,0
145,59,Female,Bachelor's,$50k–100k,4.66,5.52,4,8,14,0.7,9.8,0
146,30,Female,Master's,$50k–100k,4.41,5.42,1,5,12,0.5,6.0,1
146,30,Female,Master's,$50k–100k,4.41,5.42,2,10,18,0.6,10.8,1
146,30,Female,Master's,$50k–100k,4.41,5.42,3,3,20,0.25,5.0,1
146,30,Female,Master's,$50k–100k,4.41,5.42,4,8,14,0.7,9.8,0
147,49,Female,Some college,$50k–100k,4.34,4.04,1,5,12,0.5,6.0,1
147,49,Female,Some college,$50k–100k,4.34,4.04,2,10,18,0.6,10.8,0
147,49,Female,Some college,$50k–100k,4.34,4.04,3,3,20,0.25,5.0,1
147,49,Female,Some college,$50k–100k,4.34,4.04,4,8,14,0.7,9.8,0
148,56,Female,Bachelor's,$50k–100k,4.15,3.42,1,5,12,0.5,6.0,0
148,56,Female,Bachelor's,$50k–100k,4.15,3.42,2,10,18,0.6,10.8,0
148,56,Female,Bachelor's,$50k–100k,4.15,3.42,3,3,20,0.25,5.0,1
148,56,Female,Bachelor's,$50k–100k,4.15,3.42,4,8,14,0.7,9.8,0
149,49,Female,Some college,$100k+,3.85,3.89,1,5,12,0.5,6.0,0
149,49,Female,Some college,$100k+,3.85,3.89,2,10,18,0.6,10.8,1
149,49,Female,Some college,$100k+,3.85,3.89,3,3,20,0.25,5.0,1
149,49,Female,Some college,$100k+,3.85,3.89,4,8,14,0.7,9.8,0
150,21,Male,PhD,$50k–100k,4.2,4.7,1,5,12,0.5,6.0,0
150,21,Male,PhD,$50k–100k,4.2,4.7,2,10,18,0.6,10.8,0
150,21,Male,PhD,$50k–100k,4.2,4.7,3,3,20,0.25,5.0,1
150,21,Male,PhD,$50k–100k,4.2,4.7,4,8,14,0.7,9.8,0
151,47,Female,PhD,$100k+,3.51,5.05,1,5,12,0.5,6.0,0
151,47,Female,PhD,$100k+,3.51,5.05,2,10,18,0.6,10.8,0
151,47,Female,PhD,$100k+,3.51,5.05,3,3,20,0.25,5.0,0
151,47,Female,PhD,$100k+,3.51,5.05,4,8,14,0.7,9.8,0
152,54,Female,High school,<$20k,4.26,2.33,1,5,12,0.5,6.0,1
152,54,Female,High school,<$20k,4.26,2.33,2,10,18,0.6,10.8,0
152,54,Female,High school,<$20k,4.26,2.33,3,3,20,0.25,5.0,1
152,54,Female,High school,<$20k,4.26,2.33,4,8,14,0.7,9.8,1
153,40,Male,Master's,$20k–50k,3.98,4.49,1,5,12,0.5,6.0,0
153,40,Male,Master's,$20k–50k,3.98,4.49,2,10,18,0.6,10.8,1
153,40,Male,Master's,$20k–50k,3.98,4.49,3,3,20,0.25,5.0,1
153,40,Male,Master's,$20k–50k,3.98,4.49,4,8,14,0.7,9.8,1
154,56,Male,PhD,<$20k,3.62,4.66,1,5,12,0.5,6.0,0
154,56,Male,PhD,<$20k,3.62,4.66,2,10,18,0.6,10.8,0
154,56,Male,PhD,<$20k,3.62,4.66,3,3,20,0.25,5.0,1
154,56,Male,PhD,<$20k,3.62,4.66,4,8,14,0.7,9.8,0
155,62,Male,Some college,$50k–100k,3.43,4.22,1,5,12,0.5,6.0,1
155,62,Male,Some college,$50k–100k,3.43,4.22,2,10,18,0.6,10.8,1
155,62,Male,Some college,$50k–100k,3.43,4.22,3,3,20,0.25,5.0,0
155,62,Male,Some college,$50k–100k,3.43,4.22,4,8,14,0.7,9.8,1
156,32,Female,Bachelor's,$100k+,4.31,5.79,1,5,12,0.5,6.0,0
156,32,Female,Bachelor's,$100k+,4.31,5.79,2,10,18,0.6,10.8,0
156,32,Female,Bachelor's,$100k+,4.31,5.79,3,3,20,0.25,5.0,0
156,32,Female,Bachelor's,$100k+,4.31,5.79,4,8,14,0.7,9.8,0
157,60,Non-binary,PhD,$20k–50k,3.64,4.92,1,5,12,0.5,6.0,0
157,60,Non-binary,PhD,$20k–50k,3.64,4.92,2,10,18,0.6,10.8,0
157,60,Non-binary,PhD,$20k–50k,3.64,4.92,3,3,20,0.25,5.0,0
157,60,Non-binary,PhD,$20k–50k,3.64,4.92,4,8,14,0.7,9.8,0
158,46,Male,High school,$100k+,4.01,5.81,1,5,12,0.5,6.0,1
158,46,Male,High school,$100k+,4.01,5.81,2,10,18,0.6,10.8,0
158,46,Male,High school,$100k+,4.01,5.81,3,3,20,0.25,5.0,0
158,46,Male,High school,$100k+,4.01,5.81,4,8,14,0.7,9.8,0
159,53,Female,Bachelor's,<$20k,2.71,4.28,1,5,12,0.5,6.0,0
159,53,Female,Bachelor's,<$20k,2.71,4.28,2,10,18,0.6,10.8,0
159,53,Female,Bachelor's,<$20k,2.71,4.28,3,3,20,0.25,5.0,1
159,53,Female,Bachelor's,<$20k,2.71,4.28,4,8,14,0.7,9.8,1
160,30,Male,Some college,$100k+,3.56,5.44,1,5,12,0.5,6.0,0
160,30,Male,Some college,$100k+,3.56,5.44,2,10,18,0.6,10.8,0
160,30,Male,Some college,$100k+,3.56,5.44,3,3,20,0.25,5.0,1
160,30,Male,Some college,$100k+,3.56,5.44,4,8,14,0.7,9.8,0
161,49,Non-binary,PhD,$20k–50k,4.35,6.14,1,5,12,0.5,6.0,0
161,49,Non-binary,PhD,$20k–50k,4.35,6.14,2,10,18,0.6,10.8,0
161,49,Non-binary,PhD,$20k–50k,4.35,6.14,3,3,20,0.25,5.0,0
161,49,Non-binary,PhD,$20k–50k,4.35,6.14,4,8,14,0.7,9.8,0
162,24,Female,PhD,<$20k,4.0,5.81,1,5,12,0.5,6.0,1
162,24,Female,PhD,<$20k,4.0,5.81,2,10,18,0.6,10.8,0
162,24,Female,PhD,<$20k,4.0,5.81,3,3,20,0.25,5.0,0
162,24,Female,PhD,<$20k,4.0,5.81,4,8,14,0.7,9.8,0
163,39,Female,PhD,$50k–100k,4.25,3.41,1,5,12,0.5,6.0,0
163,39,Female,PhD,$50k–100k,4.25,3.41,2,10,18,0.6,10.8,1
163,39,Female,PhD,$50k–100k,4.25,3.41,3,3,20,0.25,5.0,1
163,39,Female,PhD,$50k–100k,4.25,3.41,4,8,14,0.7,9.8,0
164,45,Male,Bachelor's,$20k–50k,4.19,4.25,1,5,12,0.5,6.0,1
164,45,Male,Bachelor's,$20k–50k,4.19,4.25,2,10,18,0.6,10.8,0
164,45,Male,Bachelor's,$20k–50k,4.19,4.25,3,3,20,0.25,5.0,1
